image_name,label,valid
9224.jpg,5,False
17514.jpg,4,False
13181.jpg,2,False
20998.jpg,2,False
2758.jpg,2,False
23336.jpg,4,False
20833.jpg,1,False
3003.jpg,2,False
3751.jpg,4,False
8612.jpg,2,False
4039.jpg,2,False
9209.jpg,3,False
10128.jpg,4,False
19738.jpg,2,False
9518.jpg,2,False
15810.jpg,4,False
3056.jpg,0,False
11878.jpg,2,False
5786.jpg,1,False
1944.jpg,4,False
15495.jpg,2,False
7057.jpg,4,False
438.jpg,1,False
2528.jpg,2,False
13349.jpg,3,False
11936.jpg,2,False
22486.jpg,0,False
6327.jpg,3,False
1606.jpg,5,False
24109.jpg,2,False
6666.jpg,1,False
14027.jpg,1,False
21812.jpg,4,False
547.jpg,2,False
11664.jpg,4,False
9220.jpg,4,False
5471.jpg,3,False
23716.jpg,3,False
13225.jpg,1,False
4937.jpg,2,False
14441.jpg,1,False
8679.jpg,3,False
556.jpg,5,False
16910.jpg,5,False
23443.jpg,2,False
2559.jpg,2,False
2195.jpg,4,False
9519.jpg,4,False
15875.jpg,4,False
22631.jpg,5,False
7674.jpg,1,False
20894.jpg,1,False
4901.jpg,4,False
8934.jpg,3,False
21647.jpg,3,False
16507.jpg,0,False
4727.jpg,3,False
15589.jpg,2,False
6301.jpg,4,False
23851.jpg,4,False
9343.jpg,1,False
3781.jpg,1,False
10636.jpg,3,False
22537.jpg,3,False
17562.jpg,2,False
20283.jpg,4,False
7741.jpg,5,False
21209.jpg,1,False
23309.jpg,1,False
9918.jpg,0,False
4356.jpg,1,False
17425.jpg,0,False
1004.jpg,1,False
19237.jpg,3,False
3204.jpg,5,False
247.jpg,1,False
22655.jpg,3,False
4814.jpg,2,False
12091.jpg,0,False
15206.jpg,3,False
21911.jpg,5,False
20517.jpg,2,False
15061.jpg,0,False
5154.jpg,4,False
21677.jpg,1,False
10433.jpg,4,False
945.jpg,5,False
12393.jpg,0,False
18527.jpg,1,False
7105.jpg,3,False
24287.jpg,3,False
207.jpg,4,False
23484.jpg,4,False
16206.jpg,4,False
10589.jpg,2,False
7786.jpg,5,False
14515.jpg,2,False
6053.jpg,4,False
16579.jpg,0,False
19551.jpg,4,False
20318.jpg,5,False
8948.jpg,0,False
17242.jpg,3,False
6311.jpg,3,False
13553.jpg,3,False
10365.jpg,2,False
587.jpg,1,False
12398.jpg,5,False
20924.jpg,2,False
23586.jpg,5,False
4889.jpg,4,False
7742.jpg,0,False
21007.jpg,5,False
9931.jpg,5,False
18243.jpg,1,False
13377.jpg,0,False
1952.jpg,5,False
19294.jpg,4,False
15491.jpg,0,False
20703.jpg,3,False
18501.jpg,2,False
12060.jpg,0,False
22774.jpg,1,False
11055.jpg,0,False
11387.jpg,3,False
13978.jpg,0,False
10544.jpg,3,False
13009.jpg,2,False
3191.jpg,2,False
7731.jpg,2,False
21710.jpg,4,False
8797.jpg,0,False
23792.jpg,2,False
2531.jpg,3,False
13603.jpg,0,False
8674.jpg,1,False
17216.jpg,4,False
1184.jpg,3,False
17597.jpg,2,False
3035.jpg,0,False
2324.jpg,2,False
5145.jpg,4,False
2414.jpg,0,False
7749.jpg,2,False
10304.jpg,4,False
5654.jpg,4,False
4633.jpg,4,False
23481.jpg,2,False
15880.jpg,4,False
21524.jpg,2,False
23385.jpg,0,False
17026.jpg,3,False
14247.jpg,0,False
23642.jpg,5,False
13645.jpg,4,False
18455.jpg,4,False
296.jpg,1,False
7007.jpg,1,False
19699.jpg,1,False
17607.jpg,4,False
19127.jpg,0,False
335.jpg,1,False
724.jpg,1,False
22315.jpg,0,False
11875.jpg,2,False
20930.jpg,1,False
10672.jpg,0,False
24320.jpg,0,False
2891.jpg,4,False
19730.jpg,1,False
7805.jpg,1,False
2877.jpg,5,False
9978.jpg,5,False
3491.jpg,4,False
8203.jpg,4,False
3582.jpg,1,False
3606.jpg,3,False
19616.jpg,3,False
23342.jpg,4,False
91.jpg,5,False
19425.jpg,2,False
5968.jpg,5,False
23435.jpg,0,False
5260.jpg,5,False
22852.jpg,3,False
763.jpg,4,False
20991.jpg,3,False
9191.jpg,0,False
18915.jpg,1,False
10403.jpg,2,False
8529.jpg,4,False
12704.jpg,1,False
20841.jpg,4,False
20646.jpg,0,False
17193.jpg,0,False
87.jpg,4,False
45.jpg,5,False
1326.jpg,4,False
11827.jpg,0,False
24016.jpg,1,False
18701.jpg,3,False
23185.jpg,1,False
8336.jpg,5,False
1267.jpg,5,False
7942.jpg,3,False
17717.jpg,3,False
11016.jpg,2,False
11329.jpg,1,False
15454.jpg,1,False
16077.jpg,5,False
19853.jpg,4,False
17212.jpg,3,False
5920.jpg,1,False
7582.jpg,4,False
14751.jpg,5,False
18042.jpg,1,False
17727.jpg,4,False
17721.jpg,1,False
3406.jpg,2,False
23734.jpg,3,False
13472.jpg,0,False
19879.jpg,2,False
12209.jpg,2,False
15261.jpg,0,False
12405.jpg,3,False
7032.jpg,1,False
7810.jpg,2,False
23530.jpg,5,False
23024.jpg,3,False
5673.jpg,1,False
4731.jpg,4,False
585.jpg,4,False
13540.jpg,0,False
7122.jpg,2,False
887.jpg,1,False
10505.jpg,2,False
2252.jpg,0,False
22764.jpg,2,False
14378.jpg,1,False
7492.jpg,2,False
9439.jpg,2,False
15159.jpg,2,False
23900.jpg,4,False
3229.jpg,5,False
7718.jpg,5,False
19389.jpg,1,False
20112.jpg,4,False
22014.jpg,1,False
8562.jpg,2,False
16386.jpg,2,False
3303.jpg,5,False
19967.jpg,4,False
20665.jpg,5,False
15361.jpg,0,False
12944.jpg,3,False
16356.jpg,3,False
5152.jpg,0,False
12937.jpg,3,False
3842.jpg,5,False
5119.jpg,3,False
3827.jpg,2,False
12258.jpg,4,False
8259.jpg,2,False
6803.jpg,1,False
20860.jpg,2,False
18717.jpg,1,False
13164.jpg,1,False
3064.jpg,0,False
13770.jpg,0,False
15354.jpg,3,False
5819.jpg,4,False
18398.jpg,3,False
13151.jpg,5,False
11221.jpg,1,False
16792.jpg,1,False
603.jpg,4,False
15000.jpg,4,False
23758.jpg,5,False
20266.jpg,5,False
22470.jpg,5,False
18694.jpg,0,False
17321.jpg,1,False
15433.jpg,4,False
5033.jpg,4,False
22465.jpg,2,False
17648.jpg,3,False
4390.jpg,3,False
23274.jpg,3,False
6741.jpg,4,False
11117.jpg,0,False
6012.jpg,3,False
2322.jpg,5,False
2749.jpg,0,False
17028.jpg,2,False
674.jpg,2,False
11728.jpg,4,False
12316.jpg,4,False
17055.jpg,0,False
7404.jpg,5,False
11559.jpg,4,False
12021.jpg,5,False
5521.jpg,3,False
23885.jpg,4,False
15586.jpg,1,False
623.jpg,4,False
21386.jpg,0,False
8342.jpg,0,False
1827.jpg,5,False
1803.jpg,5,False
18615.jpg,3,False
5437.jpg,5,False
15435.jpg,3,False
23694.jpg,1,False
19662.jpg,5,False
19488.jpg,5,False
9400.jpg,0,False
3138.jpg,3,False
14795.jpg,1,False
17285.jpg,5,False
20091.jpg,1,False
13499.jpg,1,False
1781.jpg,1,False
10882.jpg,4,False
6722.jpg,4,False
1718.jpg,0,False
9647.jpg,1,False
1224.jpg,1,False
15568.jpg,3,False
20077.jpg,4,False
12102.jpg,1,False
13419.jpg,3,False
357.jpg,4,False
13856.jpg,4,False
18204.jpg,3,False
20783.jpg,3,False
17805.jpg,0,False
2061.jpg,4,False
13323.jpg,5,False
11296.jpg,1,False
5722.jpg,3,False
21159.jpg,0,False
8222.jpg,3,False
9317.jpg,1,False
7442.jpg,3,False
5334.jpg,3,False
168.jpg,5,False
1306.jpg,5,False
9383.jpg,2,False
5338.jpg,4,False
15476.jpg,4,False
10915.jpg,5,False
3678.jpg,4,False
7126.jpg,3,False
16595.jpg,0,False
3205.jpg,5,False
7906.jpg,2,False
4912.jpg,4,False
6527.jpg,1,False
7198.jpg,1,False
20759.jpg,4,False
22520.jpg,2,False
23060.jpg,2,False
10049.jpg,3,False
6447.jpg,2,False
4638.jpg,3,False
2603.jpg,5,False
6271.jpg,0,False
15822.jpg,0,False
2385.jpg,0,False
7193.jpg,2,False
3786.jpg,3,False
7799.jpg,1,False
15317.jpg,2,False
17808.jpg,4,False
5163.jpg,3,False
23282.jpg,2,False
3875.jpg,2,False
8565.jpg,1,False
15932.jpg,3,False
19256.jpg,0,False
12114.jpg,2,False
4321.jpg,1,False
4481.jpg,0,False
10338.jpg,5,False
20018.jpg,2,False
13866.jpg,4,False
23234.jpg,5,False
8619.jpg,0,False
21501.jpg,0,False
15757.jpg,1,False
16884.jpg,3,False
2730.jpg,3,False
8803.jpg,3,False
15189.jpg,3,False
5069.jpg,0,False
5858.jpg,4,False
21612.jpg,1,False
8340.jpg,4,False
2349.jpg,4,False
11207.jpg,5,False
313.jpg,3,False
17009.jpg,5,False
23407.jpg,1,False
18629.jpg,1,False
12695.jpg,2,False
15547.jpg,5,False
1157.jpg,4,False
11414.jpg,4,False
3304.jpg,2,False
12410.jpg,2,False
4173.jpg,3,False
4880.jpg,2,False
12818.jpg,0,False
2839.jpg,4,False
21942.jpg,3,False
401.jpg,0,False
963.jpg,0,False
2948.jpg,0,False
10635.jpg,1,False
16513.jpg,2,False
2241.jpg,3,False
17259.jpg,5,False
13737.jpg,3,False
6641.jpg,0,False
11933.jpg,3,False
21229.jpg,0,False
14651.jpg,0,False
6590.jpg,1,False
11989.jpg,3,False
17968.jpg,3,False
22978.jpg,0,False
960.jpg,0,False
19416.jpg,0,False
22137.jpg,2,False
22355.jpg,1,False
8195.jpg,3,False
18256.jpg,3,False
23619.jpg,3,False
9350.jpg,5,False
440.jpg,0,False
22455.jpg,4,False
1032.jpg,3,False
6552.jpg,2,False
16302.jpg,2,False
10379.jpg,1,False
3183.jpg,1,False
7764.jpg,4,False
23172.jpg,4,False
20240.jpg,4,False
11470.jpg,5,False
15362.jpg,5,False
733.jpg,1,False
23154.jpg,2,False
11554.jpg,3,False
10086.jpg,1,False
2765.jpg,4,False
7060.jpg,3,False
14148.jpg,0,False
24206.jpg,1,False
5037.jpg,0,False
7010.jpg,0,False
22245.jpg,3,False
17523.jpg,2,False
16021.jpg,2,False
2307.jpg,1,False
10000.jpg,3,False
13077.jpg,4,False
16359.jpg,3,False
20367.jpg,5,False
18108.jpg,5,False
14677.jpg,0,False
4838.jpg,4,False
17877.jpg,5,False
8845.jpg,3,False
4827.jpg,2,False
17095.jpg,5,False
7326.jpg,3,False
17688.jpg,5,False
8834.jpg,4,False
17237.jpg,5,False
14213.jpg,1,False
17970.jpg,5,False
11794.jpg,4,False
10431.jpg,5,False
2407.jpg,4,False
21860.jpg,4,False
18866.jpg,5,False
19524.jpg,5,False
24123.jpg,4,False
343.jpg,0,False
13926.jpg,4,False
6829.jpg,2,False
14500.jpg,2,False
14152.jpg,1,False
2209.jpg,0,False
14568.jpg,0,False
16466.jpg,0,False
5575.jpg,1,False
1149.jpg,3,False
10774.jpg,1,False
5785.jpg,1,False
19140.jpg,4,False
8358.jpg,0,False
7297.jpg,4,False
7973.jpg,3,False
17652.jpg,5,False
20910.jpg,2,False
9729.jpg,2,False
23377.jpg,1,False
10281.jpg,1,False
7293.jpg,5,False
1863.jpg,1,False
11350.jpg,2,False
2818.jpg,5,False
16744.jpg,4,False
1256.jpg,4,False
18875.jpg,0,False
19541.jpg,4,False
19447.jpg,0,False
1665.jpg,5,False
5770.jpg,0,False
21747.jpg,2,False
4414.jpg,3,False
11092.jpg,5,False
6309.jpg,5,False
10250.jpg,3,False
9584.jpg,2,False
16879.jpg,2,False
6977.jpg,5,False
7008.jpg,5,False
3332.jpg,5,False
13761.jpg,3,False
1959.jpg,0,False
4558.jpg,0,False
737.jpg,3,False
12780.jpg,5,False
986.jpg,4,False
21152.jpg,5,False
1144.jpg,1,False
15759.jpg,2,False
5147.jpg,4,False
11681.jpg,4,False
20423.jpg,2,False
1960.jpg,3,False
8528.jpg,5,False
21168.jpg,2,False
14674.jpg,3,False
16312.jpg,3,False
2400.jpg,1,False
10426.jpg,4,False
18960.jpg,3,False
12965.jpg,4,False
14420.jpg,5,False
15138.jpg,5,False
6623.jpg,4,False
1993.jpg,3,False
11541.jpg,1,False
19152.jpg,5,False
6867.jpg,4,False
22070.jpg,2,False
22577.jpg,5,False
11937.jpg,0,False
6512.jpg,3,False
22646.jpg,3,False
12542.jpg,1,False
22580.jpg,4,False
19057.jpg,0,False
21320.jpg,3,False
94.jpg,5,False
6045.jpg,0,False
6433.jpg,2,False
16326.jpg,0,False
19037.jpg,2,False
6099.jpg,1,False
1015.jpg,5,False
1167.jpg,5,False
18761.jpg,4,False
22696.jpg,2,False
19089.jpg,0,False
10515.jpg,3,False
7284.jpg,2,False
4184.jpg,4,False
2456.jpg,4,False
21609.jpg,4,False
10189.jpg,5,False
10554.jpg,3,False
12482.jpg,2,False
871.jpg,5,False
7879.jpg,4,False
7506.jpg,3,False
16895.jpg,2,False
15001.jpg,1,False
21894.jpg,1,False
8351.jpg,5,False
539.jpg,5,False
5470.jpg,5,False
13932.jpg,0,False
21073.jpg,4,False
9135.jpg,0,False
7459.jpg,2,False
4557.jpg,0,False
9459.jpg,4,False
5666.jpg,2,False
16627.jpg,3,False
16980.jpg,1,False
16371.jpg,3,False
8273.jpg,1,False
6907.jpg,3,False
11379.jpg,5,False
18753.jpg,2,False
21529.jpg,1,False
3264.jpg,4,False
20739.jpg,2,False
1133.jpg,3,False
4281.jpg,3,False
7711.jpg,4,False
14475.jpg,1,False
11563.jpg,5,False
5316.jpg,5,False
21421.jpg,3,False
16382.jpg,2,False
9419.jpg,1,False
8872.jpg,2,False
21288.jpg,2,False
11801.jpg,5,False
19697.jpg,1,False
11699.jpg,1,False
22096.jpg,1,False
19884.jpg,5,False
3931.jpg,0,False
16956.jpg,2,False
20560.jpg,2,False
17322.jpg,0,False
15281.jpg,3,False
18190.jpg,5,False
3792.jpg,0,False
13263.jpg,1,False
1096.jpg,1,False
6603.jpg,2,False
9267.jpg,3,False
9484.jpg,5,False
6668.jpg,2,False
6091.jpg,5,False
14577.jpg,0,False
13493.jpg,1,False
17545.jpg,0,False
10520.jpg,0,False
2868.jpg,5,False
9099.jpg,5,False
2178.jpg,5,False
21175.jpg,5,False
1110.jpg,2,False
24275.jpg,0,False
2214.jpg,4,False
19728.jpg,0,False
20346.jpg,5,False
1407.jpg,5,False
5053.jpg,0,False
10001.jpg,3,False
13058.jpg,2,False
18696.jpg,1,False
739.jpg,0,False
23417.jpg,5,False
1152.jpg,4,False
2188.jpg,5,False
8640.jpg,3,False
4815.jpg,5,False
17328.jpg,4,False
22512.jpg,3,False
13440.jpg,2,False
12892.jpg,4,False
2670.jpg,0,False
17029.jpg,1,False
16188.jpg,1,False
15463.jpg,4,False
14312.jpg,5,False
5788.jpg,0,False
13298.jpg,4,False
8212.jpg,2,False
7318.jpg,4,False
11785.jpg,1,False
8019.jpg,1,False
16727.jpg,5,False
12463.jpg,2,False
554.jpg,3,False
17410.jpg,4,False
7522.jpg,1,False
14870.jpg,0,False
18795.jpg,1,False
24321.jpg,3,False
18923.jpg,3,False
3125.jpg,3,False
2164.jpg,5,False
391.jpg,4,False
22634.jpg,3,False
16842.jpg,3,False
21504.jpg,5,False
20167.jpg,4,False
11696.jpg,0,False
6151.jpg,3,False
11473.jpg,2,False
16586.jpg,3,False
18463.jpg,1,False
20341.jpg,4,False
11472.jpg,1,False
573.jpg,1,False
10145.jpg,1,False
14095.jpg,3,False
610.jpg,3,False
1059.jpg,5,False
5129.jpg,4,False
17521.jpg,5,False
5170.jpg,0,False
3047.jpg,3,False
14001.jpg,0,False
2721.jpg,3,False
23883.jpg,2,False
459.jpg,3,False
2994.jpg,5,False
14947.jpg,0,False
1121.jpg,5,False
13535.jpg,4,False
13688.jpg,5,False
13573.jpg,5,False
21744.jpg,5,False
12758.jpg,0,False
5101.jpg,2,False
12613.jpg,3,False
23160.jpg,1,False
13449.jpg,1,False
18515.jpg,2,False
2885.jpg,2,False
2562.jpg,5,False
22642.jpg,0,False
13991.jpg,2,False
23265.jpg,4,False
19545.jpg,2,False
9058.jpg,4,False
14434.jpg,0,False
1937.jpg,0,False
17207.jpg,1,False
5692.jpg,3,False
14763.jpg,4,False
21049.jpg,2,False
23430.jpg,1,False
12596.jpg,4,False
7369.jpg,4,False
9370.jpg,5,False
20221.jpg,5,False
3973.jpg,3,False
20545.jpg,3,False
2143.jpg,5,False
10665.jpg,5,False
2962.jpg,5,False
17715.jpg,1,False
16198.jpg,5,False
19491.jpg,1,False
17985.jpg,1,False
16113.jpg,4,False
6038.jpg,5,False
5292.jpg,0,False
19220.jpg,4,False
20362.jpg,2,False
10618.jpg,5,False
3344.jpg,1,False
13490.jpg,0,False
24073.jpg,4,False
12739.jpg,1,False
10181.jpg,3,False
15026.jpg,0,False
22400.jpg,1,False
9434.jpg,3,False
10255.jpg,5,False
17577.jpg,3,False
11598.jpg,2,False
7820.jpg,3,False
5156.jpg,3,False
16646.jpg,1,False
21014.jpg,4,False
317.jpg,1,False
3559.jpg,1,False
23838.jpg,3,False
14728.jpg,4,False
5683.jpg,2,False
9501.jpg,0,False
15479.jpg,4,False
10776.jpg,4,False
12963.jpg,0,False
6254.jpg,3,False
5021.jpg,4,False
21689.jpg,0,False
8891.jpg,0,False
11419.jpg,1,False
10303.jpg,0,False
11927.jpg,3,False
10016.jpg,4,False
10508.jpg,2,False
407.jpg,1,False
8202.jpg,0,False
8962.jpg,1,False
7.jpg,4,False
15540.jpg,5,False
22997.jpg,4,False
16392.jpg,5,False
24130.jpg,1,False
24024.jpg,5,False
14991.jpg,0,False
20706.jpg,2,False
16072.jpg,5,False
11869.jpg,1,False
5434.jpg,5,False
23967.jpg,5,False
14233.jpg,1,False
1215.jpg,5,False
11569.jpg,0,False
20683.jpg,5,False
11116.jpg,5,False
19683.jpg,2,False
6115.jpg,3,False
9473.jpg,1,False
893.jpg,2,False
1284.jpg,3,False
6347.jpg,5,False
10563.jpg,3,False
21941.jpg,5,False
1905.jpg,5,False
20679.jpg,4,False
11367.jpg,3,False
11856.jpg,3,False
20107.jpg,3,False
16868.jpg,4,False
92.jpg,0,False
5169.jpg,2,False
12846.jpg,3,False
12055.jpg,4,False
1754.jpg,5,False
16136.jpg,4,False
11906.jpg,5,False
17504.jpg,3,False
15369.jpg,5,False
22721.jpg,4,False
17064.jpg,0,False
20408.jpg,5,False
21973.jpg,4,False
20186.jpg,0,False
5940.jpg,3,False
14321.jpg,0,False
6845.jpg,4,False
10547.jpg,5,False
6260.jpg,4,False
19153.jpg,0,False
16037.jpg,3,False
6583.jpg,5,False
3583.jpg,1,False
3078.jpg,1,False
4003.jpg,1,False
23229.jpg,4,False
2518.jpg,2,False
5663.jpg,4,False
18104.jpg,3,False
8621.jpg,5,False
14649.jpg,0,False
1807.jpg,4,False
18420.jpg,2,False
13626.jpg,1,False
6616.jpg,1,False
13762.jpg,4,False
5771.jpg,2,False
15060.jpg,1,False
17685.jpg,1,False
22745.jpg,4,False
15950.jpg,2,False
1088.jpg,5,False
16278.jpg,3,False
4755.jpg,3,False
21706.jpg,0,False
6193.jpg,2,False
22882.jpg,2,False
23818.jpg,1,False
2093.jpg,2,False
8499.jpg,4,False
11200.jpg,2,False
6541.jpg,4,False
1602.jpg,3,False
12047.jpg,3,False
19298.jpg,3,False
5413.jpg,1,False
4193.jpg,2,False
22869.jpg,2,False
3872.jpg,3,False
4197.jpg,1,False
23958.jpg,5,False
23902.jpg,2,False
2415.jpg,4,False
5547.jpg,1,False
726.jpg,0,False
15869.jpg,5,False
23079.jpg,3,False
3616.jpg,5,False
10025.jpg,2,False
21790.jpg,4,False
16157.jpg,5,False
1564.jpg,5,False
19970.jpg,5,False
2550.jpg,4,False
23807.jpg,3,False
19510.jpg,1,False
21173.jpg,3,False
13703.jpg,1,False
19789.jpg,0,False
4850.jpg,3,False
15373.jpg,5,False
15641.jpg,0,False
18777.jpg,0,False
21222.jpg,2,False
14209.jpg,5,False
358.jpg,5,False
22254.jpg,2,False
6052.jpg,4,False
8787.jpg,1,False
10197.jpg,1,False
20116.jpg,3,False
22860.jpg,0,False
19402.jpg,4,False
3405.jpg,1,False
19652.jpg,2,False
20004.jpg,1,False
10588.jpg,5,False
20287.jpg,2,False
8474.jpg,0,False
8156.jpg,4,False
22504.jpg,3,False
4884.jpg,2,False
23290.jpg,5,False
8280.jpg,5,False
18587.jpg,4,False
488.jpg,0,False
4132.jpg,2,False
20595.jpg,4,False
14968.jpg,0,False
3873.jpg,1,False
23118.jpg,5,False
2472.jpg,5,False
8364.jpg,2,False
21918.jpg,4,False
9762.jpg,0,False
11168.jpg,5,False
22626.jpg,1,False
13796.jpg,0,False
9625.jpg,4,False
5431.jpg,3,False
18999.jpg,4,False
11037.jpg,0,False
17299.jpg,5,False
220.jpg,1,False
10112.jpg,5,False
22373.jpg,5,False
11532.jpg,4,False
5206.jpg,0,False
20053.jpg,4,False
6886.jpg,5,False
13915.jpg,2,False
13140.jpg,1,False
10911.jpg,0,False
13086.jpg,1,False
5228.jpg,5,False
10177.jpg,4,False
17916.jpg,3,False
19215.jpg,5,False
8210.jpg,1,False
14019.jpg,1,False
22391.jpg,3,False
22022.jpg,1,False
23918.jpg,3,False
4125.jpg,2,False
16681.jpg,0,False
12470.jpg,2,False
17706.jpg,1,False
4371.jpg,1,False
23660.jpg,0,False
12457.jpg,1,False
7401.jpg,3,False
821.jpg,3,False
21828.jpg,4,False
15714.jpg,0,False
7364.jpg,2,False
10055.jpg,2,False
22003.jpg,4,False
21715.jpg,1,False
20419.jpg,4,False
13125.jpg,3,False
6609.jpg,2,False
19499.jpg,3,False
14002.jpg,5,False
14379.jpg,3,False
23649.jpg,4,False
19660.jpg,4,False
8477.jpg,4,False
12593.jpg,2,False
12716.jpg,0,False
2289.jpg,2,False
474.jpg,1,False
16929.jpg,1,False
11234.jpg,1,False
14238.jpg,5,False
2912.jpg,3,False
15613.jpg,2,False
2699.jpg,1,False
13888.jpg,0,False
20804.jpg,0,False
12552.jpg,0,False
22286.jpg,1,False
7074.jpg,5,False
1336.jpg,3,False
8864.jpg,5,False
23907.jpg,0,False
16052.jpg,4,False
22372.jpg,5,False
19940.jpg,5,False
16869.jpg,3,False
4232.jpg,4,False
16240.jpg,5,False
16510.jpg,3,False
20978.jpg,1,False
7787.jpg,3,False
21042.jpg,2,False
6570.jpg,5,False
5897.jpg,5,False
12651.jpg,3,False
17069.jpg,3,False
10693.jpg,2,False
18306.jpg,2,False
277.jpg,1,False
1185.jpg,1,False
15544.jpg,2,False
22896.jpg,2,False
8070.jpg,3,False
12010.jpg,0,False
2544.jpg,4,False
2529.jpg,4,False
3787.jpg,3,False
16290.jpg,3,False
24228.jpg,1,False
6275.jpg,2,False
16734.jpg,0,False
12646.jpg,1,False
13842.jpg,2,False
22879.jpg,5,False
1991.jpg,2,False
17707.jpg,5,False
20174.jpg,3,False
14857.jpg,0,False
23721.jpg,5,False
6374.jpg,2,False
6790.jpg,3,False
18309.jpg,3,False
8233.jpg,4,False
1739.jpg,0,False
15814.jpg,4,False
8380.jpg,0,False
11969.jpg,1,False
2858.jpg,5,False
13439.jpg,4,False
1782.jpg,5,False
22219.jpg,4,False
5153.jpg,3,False
19760.jpg,3,False
21497.jpg,1,False
3450.jpg,1,False
18053.jpg,3,False
2374.jpg,5,False
18025.jpg,0,False
20897.jpg,5,False
6537.jpg,0,False
5938.jpg,4,False
16192.jpg,5,False
4821.jpg,0,False
18335.jpg,0,False
20458.jpg,2,False
16262.jpg,1,False
999.jpg,5,False
19780.jpg,4,False
6018.jpg,3,False
415.jpg,3,False
8376.jpg,0,False
8114.jpg,0,False
23898.jpg,2,False
5014.jpg,1,False
15575.jpg,1,False
7545.jpg,2,False
5309.jpg,3,False
18460.jpg,1,False
2150.jpg,3,False
9628.jpg,4,False
4314.jpg,4,False
20357.jpg,5,False
21406.jpg,4,False
